Feature,Precision,Recall
franchise,0.6363636364,0.0026261489
franchise / NN,0.6363636364,0.0026261489
frank,0.7857142857,0.0020634027
frank / NNP,0.75,0.0016882386
frankly,0.875,0.0013130745
frankly / RB,0.875,0.0013130745
frantic,0.7142857143,0.0009379103
frantic / JJ,0.7142857143,0.0009379103
freaks,0.6,0.0011254924
freaks / NNS,0.6,0.0011254924
freaky,0.2,0.0001875821
freaky / JJ,0.2,0.0001875821
freddy,1,0.0009379103
freddy / NNP,1,0.0009379103
free,0.6875,0.0020634027
free / JJ,0.6875,0.0020634027
freedom,0.1666666667,0.0001875821
freedom / NN,0.1666666667,0.0001875821
freeman,0.5,0.0005627462
freeman / NNP,0.5,0.0005627462
french,0.2352941176,0.0022509848
french / JJ,0.2291666667,0.0020634027
frequently,0.5294117647,0.0016882386
frequently / RB,0.5294117647,0.0016882386
fresh,0.3461538462,0.0033764772
fresh / JJ,0.3461538462,0.0033764772
freshness,0.1666666667,0.0001875821
freshness / NN,0.1666666667,0.0001875821
freundlich,0.6666666667,0.0007503283
freundlich / NNP,0.8,0.0007503283
frida,0.5384615385,0.0013130745
frida / NNP,0.5833333333,0.0013130745
friday,0.8,0.0022509848
friday / NNP,0.8,0.0022509848
friend,0.6363636364,0.0013130745
friend / NN,0.6363636364,0.0013130745
friends,0.4666666667,0.0013130745
friends / NNS,0.4666666667,0.0013130745
friendship,0.1739130435,0.0007503283
friendship / NN,0.1739130435,0.0007503283
frightening,0.5,0.0009379103
frightening / JJ,0.5,0.0009379103
from,0.4775193798,0.0577752767
from / IN,0.4775193798,0.0577752767
front,0.3846153846,0.0009379103
front / NN,0.4545454545,0.0009379103
frontal,0.5,0.0011254924
frontal / JJ,0.5,0.0011254924
frustrating,0.75,0.0022509848
frustrating / JJ,0.7142857143,0.0018758207
frustratingly,0.8,0.0007503283
frustratingly / RB,0.8,0.0007503283
frustration,0.5,0.0005627462
frustration / NN,0.5,0.0005627462
full,0.4568965517,0.0099418496
full / JJ,0.4568965517,0.0099418496
fully,0.4583333333,0.0020634027
fully / RB,0.4583333333,0.0020634027
fun,0.3170731707,0.0097542675
fun / NN,0.3170731707,0.0097542675
fundamentals,0.4,0.0003751641
fundamentals / NNS,0.4,0.0003751641
funeral,0.3333333333,0.0003751641
funeral / NN,0.3333333333,0.0003751641
funnier,0.6666666667,0.0022509848
funnier / JJR,0.6666666667,0.0022509848
funniest,0.5333333333,0.0015006565
funniest / JJS,0.5333333333,0.0015006565
funny,0.3548387097,0.0185706246
funny / JJ,0.3586956522,0.0185706246
further,0.4375,0.0013130745
further / JJ,0.4,0.0003751641
further / RB,0.5714285714,0.0007503283
future,0.65625,0.0039392234
future / JJ,0.8,0.0015006565
future / NN,0.5909090909,0.0024385669
fuzzy,0.5714285714,0.0007503283
fuzzy / JJ,0.5714285714,0.0007503283
g,0.6666666667,0.0011254924
g / NNP,0.5714285714,0.0007503283
gag,0.8,0.0015006565
gag / NN,0.8,0.0015006565
gaghan,0.8,0.0007503283
gaghan / NNP,0.8,0.0007503283
gags,0.7380952381,0.0058150441
gags / NNS,0.7380952381,0.0058150441
game,0.5263157895,0.0037516413
game / NN,0.5263157895,0.0037516413
games,0.4,0.0011254924
games / NNS,0.4166666667,0.0009379103
gang,0.5,0.0007503283
gang / NN,0.5,0.0007503283
gangs,0.3333333333,0.0005627462
gangs / NNS,0.3333333333,0.0005627462
gangster,0.6111111111,0.0020634027
gangster / NN,0.5882352941,0.0018758207
garbage,0.8333333333,0.0009379103
garbage / NN,0.8333333333,0.0009379103
gave,1,0.0009379103
gave / VBD,1,0.0009379103
gay,0.5714285714,0.0022509848
gay / JJ,0.5714285714,0.0022509848
gel,1,0.0009379103
gel / NN,1,0.0009379103
gem,0,0
gem / NN,0,0
gender,0.2857142857,0.0003751641
gender / NN,0.3333333333,0.0003751641
general,0.4090909091,0.0016882386
general / JJ,0.375,0.0011254924
general / NNP,0.5,0.0005627462
generally,0.35,0.0013130745
generally / RB,0.35,0.0013130745
generate,0.9,0.0016882386
generate / VB,0.8888888889,0.0015006565
generates,0.6,0.0005627462
generates / VBZ,0.6,0.0005627462
generation,0.4444444444,0.0015006565
generation / NN,0.4444444444,0.0015006565
generic,0.9615384615,0.0046895517
generic / JJ,0.9615384615,0.0046895517
generous,0.3333333333,0.0003751641
generous / JJ,0.3333333333,0.0003751641
genial,0.4,0.0003751641
genial / JJ,0.4,0.0003751641
genius,0.5,0.0005627462
genius / NN,0.5,0.0005627462
genre,0.4,0.0048771337
genre / NN,0.4,0.0048771337
genres,0.5,0.0009379103
genres / NNS,0.5,0.0009379103
gentle,0.1290322581,0.0007503283
gentle / JJ,0.1290322581,0.0007503283
gently,0,0
gently / RB,0,0
genuine,0.375,0.0022509848
genuine / JJ,0.375,0.0022509848
genuinely,0.35,0.0013130745
genuinely / RB,0.35,0.0013130745
george,0.5,0.0022509848
george / NNP,0.5,0.0022509848
gere,0.2,0.0001875821
gere / NNP,0.2,0.0001875821
german,0.2,0.0001875821
german / JJ,0.2,0.0001875821
get,0.5878787879,0.0181954605
get / VB,0.5725806452,0.0133183268
get / VBP,0.6341463415,0.0048771337
gets,0.5673076923,0.011067342
gets / VBZ,0.5673076923,0.011067342
getting,0.6153846154,0.0045019696
getting / VBG,0.6153846154,0.0045019696
ghetto,0.1428571429,0.0001875821
ghetto / NNP,0.2,0.0001875821
ghost,0.75,0.0022509848
ghost / NN,0.75,0.0022509848
ghosts,0.5,0.0005627462
ghosts / NNS,0.5,0.0005627462
giant,0.5,0.0015006565
giant / JJ,0.5333333333,0.0015006565
gibson,0.2,0.0001875821
gibson / NNP,0.2,0.0001875821
giddy,0.2,0.0001875821
giddy / JJ,0.2,0.0001875821
gift,0.3,0.0005627462
gift / NN,0.3,0.0005627462
gifted,0.2,0.0003751641
gifted / JJ,0.2,0.0003751641
gifts,0.4,0.0003751641
gifts / NNS,0.4,0.0003751641
gimmick,0.6666666667,0.0007503283
gimmick / NN,0.6666666667,0.0007503283
girl,0.3863636364,0.0031888951
girl / NN,0.3953488372,0.0031888951
girls,0.4,0.0018758207
girls / NNS,0.4,0.0018758207
give,0.3950617284,0.0060026261
give / VB,0.4328358209,0.0054398799
give / VBP,0.2142857143,0.0005627462
given,0.5609756098,0.0043143875
given / VBN,0.5609756098,0.0043143875
gives,0.3218390805,0.0052522979
gives / VBZ,0.3218390805,0.0052522979
giving,0.4,0.0018758207
giving / VBG,0.4,0.0018758207
glass,0.3846153846,0.0009379103
glass / NN,0.3846153846,0.0009379103
glib,0.625,0.0009379103
glib / JJ,0.625,0.0009379103
glimpse,0.125,0.0003751641
glimpse / NN,0.125,0.0003751641
glorious,0,0
glorious / JJ,0,0
gloriously,0,0
gloriously / RB,0,0
glory,0.7777777778,0.0013130745
glory / NN,0.7777777778,0.0013130745
gloss,0.6,0.0005627462
glossy,0.7777777778,0.0013130745
glossy / JJ,0.7777777778,0.0013130745
go,0.5652173913,0.0121928344
go / VB,0.606741573,0.0101294316
go / VBP,0.4,0.0018758207
goal,0.5,0.0005627462
goal / NN,0.5,0.0005627462
goals,0.2,0.0001875821
goals / NNS,0.2,0.0001875821
god,0.65,0.0024385669
god / NNP,0.6842105263,0.0024385669
godard,0.4285714286,0.0011254924
godard / NNP,0.4615384615,0.0011254924
goes,0.625,0.0075032827
goes / VBZ,0.625,0.0075032827
going,0.5833333333,0.0091915213
going / VBG,0.5833333333,0.0091915213
goldmember,0.5,0.0005627462
goldmember / NNP,0.5,0.0005627462
gone,0.7142857143,0.0046895517
gone / VBN,0.7142857143,0.0046895517
gong,0.4,0.0003751641
gong / NNP,0.4,0.0003751641
good,0.4859550562,0.0324516976
good / JJ,0.4845070423,0.0322641156
good-natured,0.4,0.0007503283
good-natured / JJ,0.4,0.0007503283
goodfellas,0.5,0.0007503283
goofy,0.5652173913,0.0024385669
goofy / JJ,0.5909090909,0.0024385669
gore,0.75,0.0011254924
gore / NNP,0.75,0.0011254924
gorgeous,0.1875,0.0011254924
gorgeous / JJ,0.1875,0.0011254924
gorgeously,0.1666666667,0.0001875821
gorgeously / RB,0.1666666667,0.0001875821
gory,0.2222222222,0.0003751641
gory / JJ,0.25,0.0003751641
gosling,0.1111111111,0.0001875821
gosling / NNP,0.1428571429,0.0001875821
got,0.5,0.0041268055
got / VBD,0.488372093,0.0039392234
gothic,0.2,0.0001875821
gothic / JJ,0.2,0.0001875821
gotten,1,0.0009379103
gotten / VBN,1,0.0009379103
grab,0.5,0.0007503283
grab / VB,0.4285714286,0.0005627462
grace,0.3333333333,0.0015006565
grace / NN,0.2857142857,0.0011254924
graceful,0.5,0.0005627462
graceful / JJ,0.5,0.0005627462
grade,0.8,0.0007503283
grade / NN,0.8,0.0007503283
gradually,0.0909090909,0.0001875821
gradually / RB,0.0909090909,0.0001875821
grand,0.2666666667,0.0007503283
grand / JJ,0.2857142857,0.0003751641
grand / NNP,0.25,0.0003751641
grandeur,0.1818181818,0.0003751641
grandeur / NN,0.1818181818,0.0003751641
grant,0.275862069,0.0015006565
grant / NN,0.1428571429,0.0003751641
grant / NNP,0.4285714286,0.0011254924
graphic,0.6363636364,0.0013130745
graphic / JJ,0.6363636364,0.0013130745
grasp,0.25,0.0003751641
grasp / NN,0.2857142857,0.0003751641
grating,1,0.0015006565
grating / JJ,1,0.0009379103
gratuitous,0.6,0.0005627462
gratuitous / JJ,0.6,0.0005627462
grave,1,0.0009379103
gravity,0.5,0.0005627462
gravity / NN,0.5,0.0005627462
great,0.3333333333,0.0097542675
great / JJ,0.3355263158,0.0095666854
greater,0.2857142857,0.0003751641
greater / JJR,0.2857142857,0.0003751641
greatest,0.2777777778,0.0009379103
greatest / JJS,0.2777777778,0.0009379103
greatness,0.2,0.0001875821
greatness / NN,0.2,0.0001875821
greek,0.3076923077,0.0007503283
greek / JJ,0.3076923077,0.0007503283
green,0.8181818182,0.0033764772
green / JJ,0.75,0.0016882386
green / NNP,0.8888888889,0.0015006565
greene,0,0
greene / NNP,0,0
grew,0.5,0.0005627462
grew / VBD,0.5,0.0005627462
grey,0.25,0.0003751641
grey / JJ,0.25,0.0003751641
grief,0.2380952381,0.0009379103
grief / NN,0.2380952381,0.0009379103
grim,0.4444444444,0.0007503283
grim / JJ,0.4444444444,0.0007503283
gripping,0.25,0.0011254924
gripping / JJ,0.1666666667,0.0003751641
gripping / VBG,0.3333333333,0.0007503283
gritty,0.2142857143,0.0005627462
gritty / JJ,0.2142857143,0.0005627462
gross,0.7142857143,0.0009379103
gross / JJ,0.7142857143,0.0009379103
gross-out,0.8235294118,0.0026261489
gross-out / JJ,0.8125,0.0024385669
ground,0.6875,0.0020634027
ground / NN,0.6875,0.0020634027
group,0.4117647059,0.0013130745
group / NN,0.4117647059,0.0013130745
groups,0.6,0.0005627462
groups / NNS,0.6,0.0005627462
grow,0.5833333333,0.0013130745
grow / VB,0.5714285714,0.0007503283
grow / VBP,0.6,0.0005627462
growing,0.3571428571,0.0009379103
growing / VBG,0.3571428571,0.0009379103
grown-up,0,0
grown-up / JJ,0,0
grows,0.6666666667,0.0018758207
grows / VBZ,0.6666666667,0.0018758207
guaranteed,0.1666666667,0.0001875821
guaranteed / VBN,0.1666666667,0.0001875821
guess,0.7777777778,0.0013130745
guessing,0.375,0.0005627462
guessing / VBG,0.375,0.0005627462
guilty,0.5789473684,0.0020634027
guilty / JJ,0.5789473684,0.0020634027
gun,0.3333333333,0.0003751641
gun / NN,0.3333333333,0.0003751641
guns,0.75,0.0016882386
guns / NNS,0.75,0.0016882386
guts,0.2,0.0001875821
guts / NNS,0.2,0.0001875821
guy,0.8,0.0045019696
guy / NN,0.8148148148,0.0041268055
guys,0.5588235294,0.0035640593
guys / NNS,0.5588235294,0.0035640593
gyllenhaal,0.2,0.0001875821
gyllenhaal / NNP,0.2,0.0001875821
h,0.5454545455,0.0011254924
h / NN,0.5454545455,0.0011254924
hack,1,0.0009379103
hack / NN,1,0.0009379103
hackneyed,0.75,0.0022509848
hackneyed / JJ,0.75,0.0022509848
had,0.6261682243,0.0125679985
had / VBD,0.6391752577,0.0116300882
had / VBN,0.5454545455,0.0011254924
hair,0.5454545455,0.0011254924
hair / NN,0.5454545455,0.0011254924
half,0.6785714286,0.0071281186
half / DT,0.6666666667,0.0007503283
half / NN,0.6486486486,0.0045019696
half / PDT,0.7272727273,0.0015006565
half-baked,1,0.0009379103
half-baked / JJ,1,0.0009379103
half-hearted,1,0.0009379103
half-hearted / JJ,1,0.0009379103
halfway,0.9,0.0016882386
halfway / RB,0.9,0.0016882386
hallmark,0.7142857143,0.0009379103
hallmark / NN,0.6666666667,0.0007503283
halloween,0.8,0.0015006565
halloween / NNP,0.8,0.0015006565
hampered,1,0.0011254924
hampered / VBN,1,0.0011254924
hand,0.5384615385,0.0026261489
hand / NN,0.5416666667,0.0024385669
handful,0.8888888889,0.0015006565
handful / NN,0.8888888889,0.0015006565
handle,1,0.0011254924
handle / VB,1,0.0011254924
handled,0.4285714286,0.0005627462
handled / VBN,0.5,0.0005627462
hands,0.7,0.0013130745
hands / NNS,0.7,0.0013130745
handsome,0.4,0.0007503283
handsome / JJ,0.4,0.0007503283
haneke,0.3,0.0005627462
haneke / NNP,0.3,0.0005627462
hang,0.5714285714,0.0007503283
hang / VB,0.6666666667,0.0007503283
hanks,0.3333333333,0.0003751641
hanks / NNP,0.3333333333,0.0003751641
hannibal,0.3333333333,0.0003751641
hannibal / NNP,0.3333333333,0.0003751641
haphazard,0.8333333333,0.0009379103
haphazard / JJ,0.8333333333,0.0009379103
happen,0.4375,0.0013130745
happen / VB,0.4,0.0011254924
happened,0.6666666667,0.0015006565
happened / VBD,0.75,0.0011254924
happening,0.7142857143,0.0009379103
happening / VBG,0.7142857143,0.0009379103
happens,0.6818181818,0.002813731
happens / VBZ,0.6818181818,0.002813731
happily,0.125,0.0001875821
happily / RB,0.125,0.0001875821
happiness,0.2,0.0003751641
happiness / NN,0.2,0.0003751641
happy,0.2173913043,0.0009379103
happy / JJ,0.2173913043,0.0009379103
hard,0.6696428571,0.014068655
hard / JJ,0.6597938144,0.0120052523
hard / RB,0.7333333333,0.0020634027
harder,0.6,0.0005627462
hardly,0.6,0.002813731
hardly / RB,0.6,0.002813731
harmless,0.7142857143,0.0018758207
harmless / JJ,0.7142857143,0.0018758207
harris,0.7,0.0013130745
harris / NNP,0.7,0.0013130745
harrowing,0.1111111111,0.0001875821
harrowing / JJ,0.1111111111,0.0001875821
harry,0.5,0.0011254924
harry / NNP,0.5,0.0011254924
harsh,0.375,0.0005627462
harsh / JJ,0.375,0.0005627462
hartley,0.8571428571,0.0011254924
hartley / NNP,0.8571428571,0.0011254924
harvard,0.9285714286,0.0024385669
harvard / NNP,0.9285714286,0.0024385669
has,0.4793152639,0.0630275746
has / VBZ,0.4793152639,0.0630275746
hastily,1,0.0011254924
hastily / RB,1,0.0011254924
hate,0.5263157895,0.0018758207
hate / VB,0.4166666667,0.0009379103
hate / VBP,0.75,0.0011254924
haunted,0.7142857143,0.0009379103
haunted / VBN,0.7142857143,0.0009379103
haunting,0.0952380952,0.0003751641
haunting / NN,0,0
haunting / VBG,0.2222222222,0.0003751641
have,0.5811688312,0.06715438
have / VB,0.6296296296,0.044644532
have / VBP,0.5040983607,0.0230725943
having,0.5714285714,0.0037516413
having / VBG,0.5714285714,0.0037516413
hawke,0.8333333333,0.0009379103
hawke / NNP,0.8333333333,0.0009379103
hawn,0.375,0.0005627462
hawn / NNP,0.375,0.0005627462
haynes,0,0
haynes / NNP,0,0
he,0.5471014493,0.0283248921
he / PRP,0.5471014493,0.0283248921
head,0.5641025641,0.0041268055
head / NN,0.5789473684,0.0041268055
heads,0.625,0.0009379103
heads / NNS,0.625,0.0009379103
heady,0.3333333333,0.0003751641
heady / JJ,0.3333333333,0.0003751641
heal,0.3333333333,0.0003751641
heal / VB,0.3333333333,0.0003751641
hear,0.5,0.0009379103
hear / VB,0.5555555556,0.0009379103
heard,0.5454545455,0.0011254924
heard / VBN,0.4285714286,0.0005627462
hearst,0.4,0.0003751641
hearst / NNP,0.4,0.0003751641
heart,0.2280701754,0.0048771337
heart / NN,0.2280701754,0.0048771337
heartbreak,0.4,0.0003751641
heartbreaking,0,0
heartbreaking / JJ,0,0
heartfelt,0.2631578947,0.0009379103
heartfelt / JJ,0.2631578947,0.0009379103
hearts,0.1538461538,0.0003751641
hearts / NNS,0.1538461538,0.0003751641
heartwarming,0,0
heartwarming / JJ,0,0
heat,0.5,0.0007503283
heat / NN,0.5,0.0007503283
heaven,0.5,0.0020634027
heaven / NN,0.7142857143,0.0009379103
heaven / NNP,0.375,0.0011254924
heavily,0.7142857143,0.0009379103
heavily / RB,0.7142857143,0.0009379103
heavy,0.8,0.0037516413
heavy / JJ,0.8,0.0037516413
heavy-handed,0.85,0.0031888951
heavy-handed / JJ,0.85,0.0031888951
held,0.3636363636,0.0007503283
held / VBN,0.4444444444,0.0007503283
hell,0.5,0.0024385669
hell / NN,0.5263157895,0.0018758207
hell / NNP,0.4285714286,0.0005627462
help,0.2432432432,0.0016882386
help / VB,0.3103448276,0.0016882386
helped,0.5,0.0005627462
helps,0.1666666667,0.0003751641
helps / VBZ,0.1666666667,0.0003751641
henry,0.1666666667,0.0001875821
henry / NNP,0.1666666667,0.0001875821
her,0.3944444444,0.0133183268
her / PRP,0.5333333333,0.0015006565
her / PRP$,0.3918128655,0.0125679985
here,0.5921052632,0.016882386
here / RB,0.5921052632,0.016882386
hero,0.5555555556,0.0037516413
hero / NN,0.5555555556,0.0037516413
heroes,0.5,0.0007503283
heroes / NNS,0.5,0.0007503283
heroine,0.6,0.0011254924
heroine / NN,0.6,0.0011254924
herself,0.4444444444,0.0007503283
herself / PRP,0.4444444444,0.0007503283
herzog,0.5,0.0009379103
herzog / NNP,0.5,0.0009379103
hewitt,1,0.0009379103
hey,0.7333333333,0.0020634027
hey / UH,0.7333333333,0.0020634027
hidden,0.2,0.0001875821
hide,0.75,0.0011254924
hide / VB,0.75,0.0011254924
high,0.6111111111,0.008253611
high / JJ,0.6142857143,0.0080660289
high-tech,0.8,0.0007503283
high-tech / JJ,0.8,0.0007503283
higher,0.1428571429,0.0001875821
higher / JJR,0.1428571429,0.0001875821
highest,0.3333333333,0.0003751641
highest / JJS,0.3333333333,0.0003751641
highly,0.2068965517,0.0011254924
highly / RB,0.2068965517,0.0011254924
hilarious,0.2272727273,0.0018758207
hilarious / JJ,0.2272727273,0.0018758207
hilarity,0.4285714286,0.0005627462
hilarity / NN,0.4285714286,0.0005627462
hill,0.5625,0.0016882386
hill / NNP,0.5714285714,0.0015006565
him,0.5072463768,0.0065653724
him / PRP,0.5072463768,0.0065653724
himself,0.4893617021,0.0043143875
himself / PRP,0.4893617021,0.0043143875
hint,0.3333333333,0.0003751641
hint / NN,0.3333333333,0.0003751641
hip,0.7692307692,0.0018758207
hip / NN,0.7692307692,0.0018758207
hip-hop,0.6,0.0016882386
hip-hop / JJ,0.5,0.0009379103
hip-hop / NN,0.8,0.0007503283
his,0.4633699634,0.047458263
his / PRP$,0.4633699634,0.047458263
historical,0.4827586207,0.0026261489
historical / JJ,0.4827586207,0.0026261489
history,0.2465753425,0.0033764772
history / NN,0.2465753425,0.0033764772
hit,0.4193548387,0.0024385669
hit / NN,0.5,0.0011254924
hit / VB,0.3846153846,0.0009379103
hitchcock,0.4,0.0003751641
hitchcock / NNP,0.4,0.0003751641
hits,0.2857142857,0.0011254924
hits / NNS,0.2,0.0003751641
hits / VBZ,0.3636363636,0.0007503283
hitting,0.7142857143,0.0009379103
hitting / VBG,0.7142857143,0.0009379103
hoffman,0.6111111111,0.0020634027
hoffman / NNP,0.6111111111,0.0020634027
hokey,0.8333333333,0.0009379103
hokey / JJ,0.8333333333,0.0009379103
hokum,0.7142857143,0.0009379103
hokum / NN,0.7142857143,0.0009379103
hold,0.56,0.0026261489
hold / NN,0.5,0.0005627462
hold / VB,0.625,0.0018758207
holds,0.35,0.0013130745
holds / VBZ,0.35,0.0013130745
hole,1,0.0011254924
hole / NN,1,0.0011254924
holes,0.8125,0.0024385669
holes / NNS,0.8125,0.0024385669
holiday,0.5,0.0013130745
holiday / NN,0.5454545455,0.0011254924
hollow,0.9,0.0016882386
hollow / JJ,0.9,0.0016882386
hollywood,0.4789915966,0.0106921778
hollywood / NNP,0.4789915966,0.0106921778
holm,0.2857142857,0.0003751641
holm / NNP,0.2857142857,0.0003751641
holocaust,0.1818181818,0.0003751641
holocaust / NN,0.1818181818,0.0003751641
homage,0.5384615385,0.0013130745
homage / NN,0.5384615385,0.0013130745
home,0.5,0.005627462
home / NN,0.5,0.0052522979
homes,0,0
homes / NNS,0,0
honest,0.1951219512,0.0015006565
honest / JJ,0.1951219512,0.0015006565
honestly,0.3636363636,0.0007503283
honestly / RB,0.3636363636,0.0007503283
honesty,0.1666666667,0.0003751641
honesty / NN,0.1666666667,0.0003751641
hong,0.2727272727,0.0005627462
hong / NNP,0.2727272727,0.0005627462
honor,0.3333333333,0.0003751641
honor / NN,0.4,0.0003751641
hook,0.7272727273,0.0015006565
hook / NN,0.7272727273,0.0015006565
hoot,0.4285714286,0.0005627462
hoot / NNP,0.4285714286,0.0005627462
hope,0.4375,0.0026261489
hope / NN,0.3913043478,0.0016882386
hope / VB,0.6,0.0005627462
hoped,0.4285714286,0.0005627462
hopeful,0,0
hopeful / JJ,0,0
hopefully,0.2,0.0001875821
hopefully / RB,0.2,0.0001875821
hopelessly,0.8,0.0007503283
hopelessly / RB,0.8,0.0007503283
hopes,0.5,0.0005627462
hoping,0.5555555556,0.0009379103
hoping / VBG,0.5555555556,0.0009379103
hopkins,0.8333333333,0.0018758207
hopkins / NNP,0.8333333333,0.0018758207
horrible,0.9230769231,0.0022509848
horrible / JJ,0.9230769231,0.0022509848
horribly,0.8,0.0007503283
horribly / RB,0.8,0.0007503283
horrifying,0.2,0.0003751641
horrifying / JJ,0.2,0.0003751641
horror,0.4838709677,0.005627462
